"Date","Period","GrossExposure","PortfolioReturn","PortfolioRisk","PredictedReturn"
2024-04-12,"2023-2024",2.5,0.000998680053754998,0.0724198503596966,0.0359175799757535
2024-04-12,"2023-2024",3,0.000998680053754998,0.0724198503596966,0.0359175799757535
2024-04-15,"2023-2024",1,-0.00234112314829197,0.0743695584353967,0.0319980248030664
2024-04-15,"2023-2024",1.5,-0.0025198393661693,0.0734285117197515,0.0340019824968932
2024-04-15,"2023-2024",2,-0.0025198393661693,0.0734285117197515,0.0340019824968932
2024-04-15,"2023-2024",2.5,-0.0025198393661693,0.0734285117197515,0.0340019824968932
2024-04-15,"2023-2024",3,-0.0025198393661693,0.0734285117197515,0.0340019824968932
2024-04-16,"2023-2024",1,-8.95207574213654e-05,0.0743476174113473,0.0310057814924873
2024-04-16,"2023-2024",1.5,0.00093585401421378,0.0734158683989157,0.0331780897994955
2024-04-16,"2023-2024",2,0.00093585401421378,0.0734158683989157,0.0331780897994955
2024-04-16,"2023-2024",2.5,0.00093585401421378,0.0734158683989157,0.0331780897994955
2024-04-16,"2023-2024",3,0.00093585401421378,0.0734158683989157,0.0331780897994955
2024-04-17,"2023-2024",1,-0.00217599998133076,0.074304738296972,0.0301821666079319
2024-04-17,"2023-2024",1.5,-0.00238067197989471,0.0733753184345869,0.0325602738371544
2024-04-17,"2023-2024",2,-0.00238067197989471,0.0733753184345869,0.0325602738371544
2024-04-17,"2023-2024",2.5,-0.00238067197989471,0.0733753184345869,0.0325602738371544
2024-04-17,"2023-2024",3,-0.00238067197989471,0.0733753184345869,0.0325602738371544
2024-04-18,"2023-2024",1,0.00444279644740177,0.0732916227118744,0.031670672151246
2024-04-18,"2023-2024",1.5,0.00481406109474066,0.0723441978360306,0.0340985339741201
2024-04-18,"2023-2024",2,0.00481406109474066,0.0723441978360306,0.0340985339741201
2024-04-18,"2023-2024",2.5,0.00481406109474066,0.0723441978360306,0.0340985339741201
2024-04-18,"2023-2024",3,0.00481406109474066,0.0723441978360306,0.0340985339741201
2024-04-19,"2023-2024",1,0.000174291388365364,0.0732302009580474,0.0318935754670704
2024-04-19,"2023-2024",1.5,-0.000466706410947615,0.0722418854217784,0.0342580569729062
2024-04-19,"2023-2024",2,-0.000466706410947615,0.0722418854217784,0.0342580569729062
2024-04-19,"2023-2024",2.5,-0.000466706410947615,0.0722418854217784,0.0342580569729062
2024-04-19,"2023-2024",3,-0.000466706410947615,0.0722418854217784,0.0342580569729062
2024-04-22,"2023-2024",1,-0.0134548531595139,0.108504461872509,0.0804174820683928
2024-04-22,"2023-2024",1.5,-0.0102177542940507,0.105327368599584,0.0849910563631087
2024-04-22,"2023-2024",2,-0.0102177542940507,0.105327368599584,0.0849910563631087
2024-04-22,"2023-2024",2.5,-0.0102177542940507,0.105327368599584,0.0849910563631087
2024-04-22,"2023-2024",3,-0.0102177542940507,0.105327368599584,0.0849910563631087
2024-04-23,"2023-2024",1,-0.000581038032673778,0.0714164198313018,0.0316032775945545
2024-04-23,"2023-2024",1.5,-0.000985218511108008,0.0703755909643752,0.0343245304019964
2024-04-23,"2023-2024",2,-0.000985218511108008,0.0703755909643752,0.0343245304019964
2024-04-23,"2023-2024",2.5,-0.000985218511108008,0.0703755909643752,0.0343245304019964
2024-04-23,"2023-2024",3,-0.000985218511108008,0.0703755909643752,0.0343245304019964
2024-04-24,"2023-2024",1,0.00576817453921409,0.074243351651593,0.0278524802647078
2024-04-24,"2023-2024",1.5,0.00575003338035992,0.073330576332589,0.0305506002125353
2024-04-24,"2023-2024",2,0.00575003338035992,0.073330576332589,0.0305506002125353
2024-04-24,"2023-2024",2.5,0.00575003338035992,0.073330576332589,0.0305506002125353
2024-04-24,"2023-2024",3,0.00575003338035992,0.073330576332589,0.0305506002125353
2024-04-25,"2023-2024",1,-0.000856631407425512,0.073174244978117,0.0291891861083069
2024-04-25,"2023-2024",1.5,-0.000852923924405124,0.0722069255325071,0.0318006504457962
2024-04-25,"2023-2024",2,-0.000852923924405124,0.0722069255325071,0.0318006504457962
2024-04-25,"2023-2024",2.5,-0.000852923924405124,0.0722069255325071,0.0318006504457962
2024-04-25,"2023-2024",3,-0.000852923924405124,0.0722069255325071,0.0318006504457962
2024-04-26,"2023-2024",1,0.00381851234966745,0.0742476962119256,0.0277392450943886
2024-04-26,"2023-2024",1.5,0.00412895239215854,0.0733395516610305,0.0304361166761718
2024-04-26,"2023-2024",2,0.00412895239215854,0.0733395516610305,0.0304361166761718
2024-04-26,"2023-2024",2.5,0.00412895239215854,0.0733395516610305,0.0304361166761718
2024-04-26,"2023-2024",3,0.00412895239215854,0.0733395516610305,0.0304361166761718
2024-04-29,"2023-2024",1,0.00265786210948437,0.0724751376654463,0.0304581935576905
2024-04-29,"2023-2024",1.5,0.0028115037176883,0.0714580018073525,0.0333115365947414
2024-04-29,"2023-2024",2,0.0028115037176883,0.0714580018073525,0.0333115365947414
2024-04-29,"2023-2024",2.5,0.0028115037176883,0.0714580018073525,0.0333115365947414
2024-04-29,"2023-2024",3,0.0028115037176883,0.0714580018073525,0.0333115365947414
2024-04-30,"2023-2024",1,-0.00474823703042437,0.0724643888036541,0.0301169266628615
2024-04-30,"2023-2024",1.5,-0.00416185318519982,0.0714498311622396,0.0329685653933557
2024-04-30,"2023-2024",2,-0.00416185318519982,0.0714498311622396,0.0329685653933557
2024-04-30,"2023-2024",2.5,-0.00416185318519982,0.0714498311622396,0.0329685653933557
2024-04-30,"2023-2024",3,-0.00416185318519982,0.0714498311622396,0.0329685653933557
2024-05-01,"2023-2024",1,-0.00301437964167709,0.0744587485123842,0.0232532908658167
2024-05-01,"2023-2024",1.5,-0.00319256771309714,0.0735265290464103,0.0267114656045097
2024-05-01,"2023-2024",2,-0.00319256771309714,0.0735265290464103,0.0267114656045097
2024-05-01,"2023-2024",2.5,-0.00319256771309714,0.0735265290464103,0.0267114656045097
2024-05-01,"2023-2024",3,-0.00319256771309714,0.0735265290464103,0.0267114656045097
2024-05-02,"2023-2024",1,-0.00292742183479961,0.108624155961418,0.0744701918287291
2024-05-02,"2023-2024",1.5,-0.00414210420056195,0.105458523210331,0.0804306688474403
2024-05-02,"2023-2024",2,-0.00414210420056195,0.105458523210331,0.0804306688474403
2024-05-02,"2023-2024",2.5,-0.00414210420056195,0.105458523210331,0.0804306688474403
2024-05-02,"2023-2024",3,-0.00414210420056195,0.105458523210331,0.0804306688474403
2024-05-03,"2023-2024",1,0.00149238984828563,0.0731955702808573,0.0287933233633145
2024-05-03,"2023-2024",1.5,0.00193887012103398,0.0722664443129927,0.0317190016724482
2024-05-03,"2023-2024",2,0.00193887012103398,0.0722664443129927,0.0317190016724482
2024-05-03,"2023-2024",2.5,0.00193887012103398,0.0722664443129927,0.0317190016724482
2024-05-03,"2023-2024",3,0.00193887012103398,0.0722664443129927,0.0317190016724482
2024-05-06,"2023-2024",1,0.00477056575452215,0.0731535956992814,0.028411310248638
2024-05-06,"2023-2024",1.5,0.0037310992730608,0.0722403033285623,0.0313479400580642
2024-05-06,"2023-2024",2,0.0037310992730608,0.0722403033285623,0.0313479400580642
2024-05-06,"2023-2024",2.5,0.0037310992730608,0.0722403033285623,0.0313479400580642
2024-05-06,"2023-2024",3,0.0037310992730608,0.0722403033285623,0.0313479400580642
2024-05-07,"2023-2024",1,0.00156205243641407,0.074168209420847,0.0263695868367452
2024-05-07,"2023-2024",1.5,0.00139386114008048,0.0732729098039488,0.0290765201490051
2024-05-07,"2023-2024",2,0.00139386114008048,0.0732729098039488,0.0290765201490051
2024-05-07,"2023-2024",2.5,0.00139386114008048,0.0732729098039488,0.0290765201490051
2024-05-07,"2023-2024",3,0.00139386114008048,0.0732729098039488,0.0290765201490051
2024-05-08,"2023-2024",1,-0.00141068231301199,0.108555519195939,0.07542800589486
2024-05-08,"2023-2024",1.5,-0.00149781020103355,0.105403351142699,0.0807655394982424
2024-05-08,"2023-2024",2,-0.00149781020103355,0.105403351142699,0.0807655394982424
2024-05-08,"2023-2024",2.5,-0.00149781020103355,0.105403351142699,0.0807655394982424
2024-05-08,"2023-2024",3,-0.00149781020103355,0.105403351142699,0.0807655394982424
2024-05-09,"2023-2024",1,0.000943426442833017,0.0711474647473983,0.0305718558155014
2024-05-09,"2023-2024",1.5,-0.000146995948042327,0.0700851452794028,0.0343140417374628
2024-05-09,"2023-2024",2,-0.000146995948042327,0.0700851452794028,0.0343140417374628
2024-05-09,"2023-2024",2.5,-0.000146995948042327,0.0700851452794028,0.0343140417374628
2024-05-09,"2023-2024",3,-0.000146995948042327,0.0700851452794028,0.0343140417374628
2024-05-10,"2023-2024",1,0.0054645925280098,0.0730886407929126,0.0307554198383546
2024-05-10,"2023-2024",1.5,0.00599110977331907,0.0721670979202173,0.0333804992943487
2024-05-10,"2023-2024",2,0.00599110977331907,0.0721670979202173,0.0333804992943487
2024-05-10,"2023-2024",2.5,0.00599110977331907,0.0721670979202173,0.0333804992943487
2024-05-10,"2023-2024",3,0.00599110977331907,0.0721670979202173,0.0333804992943487
2024-05-13,"2023-2024",1,-0.00276047901010052,0.0731143387737774,0.0311518794952442
2024-05-13,"2023-2024",1.5,-0.00326406782872753,0.0721938688755826,0.0338105119134241
2024-05-13,"2023-2024",2,-0.00326406782872753,0.0721938688755826,0.0338105119134241
2024-05-13,"2023-2024",2.5,-0.00326406782872753,0.0721938688755826,0.0338105119134241
2024-05-13,"2023-2024",3,-0.00326406782872753,0.0721938688755826,0.0338105119134241
2024-05-14,"2023-2024",1,0.00354800803179503,0.0730792218427696,0.0318002540248248
2024-05-14,"2023-2024",1.5,0.0032932051618663,0.0721748456525967,0.0343360852404599
2024-05-14,"2023-2024",2,0.0032932051618663,0.0721748456525967,0.0343360852404599
2024-05-14,"2023-2024",2.5,0.0032932051618663,0.0721748456525967,0.0343360852404599
2024-05-14,"2023-2024",3,0.0032932051618663,0.0721748456525967,0.0343360852404599
2024-05-15,"2023-2024",1,0.00667159935957596,0.0730904178077136,0.0320997071231367
2024-05-15,"2023-2024",1.5,0.00571911261915087,0.0721841379432996,0.0346091031994009
2024-05-15,"2023-2024",2,0.00571911261915087,0.0721841379432996,0.0346091031994009
2024-05-15,"2023-2024",2.5,0.00571911261915087,0.0721841379432996,0.0346091031994009
2024-05-15,"2023-2024",3,0.00571911261915087,0.0721841379432996,0.0346091031994009
2024-05-16,"2023-2024",1,0.000268050032207907,0.0186288858785901,0.015603783886009
2024-05-16,"2023-2024",1.5,0.000251238970599008,0.0186235592084035,0.0154480885418922
2024-05-16,"2023-2024",2,0.000251238970599008,0.0186235592084035,0.0154480885418922
2024-05-16,"2023-2024",2.5,0.000251238970599008,0.0186235592084035,0.0154480885418922
2024-05-16,"2023-2024",3,0.000251238970599008,0.0186235592084035,0.0154480885418922
2024-05-17,"2023-2024",1,-0.00100963724055348,0.0200979549178694,0.0162629689216662
2024-05-17,"2023-2024",1.5,-0.000995423542644569,0.0200904725321747,0.0161695038604877
2024-05-17,"2023-2024",2,-0.000995423542644569,0.0200904725321747,0.0161695038604877
2024-05-17,"2023-2024",2.5,-0.000995423542644569,0.0200904725321747,0.0161695038604877
2024-05-17,"2023-2024",3,-0.000995423542644569,0.0200904725321747,0.0161695038604877
2024-05-20,"2023-2024",1,0.0047619743069249,0.0741313772983093,0.0307051203652149
2024-05-20,"2023-2024",1.5,0.00334454161125172,0.0732342654240645,0.0328284617414917
2024-05-20,"2023-2024",2,0.00334454161125172,0.0732342654240645,0.0328284617414917
2024-05-20,"2023-2024",2.5,0.00334454161125172,0.0732342654240645,0.0328284617414917
2024-05-20,"2023-2024",3,0.00334454161125172,0.0732342654240645,0.0328284617414917
2024-05-21,"2023-2024",1,0.00123401361297733,0.0743546020043508,0.0276646742965881
2024-05-21,"2023-2024",1.5,0.00188948906180375,0.0734332033343874,0.0301210024804153
2024-05-21,"2023-2024",2,0.00188948906180375,0.0734332033343874,0.0301210024804153
2024-05-21,"2023-2024",2.5,0.00188948906180375,0.0734332033343874,0.0301210024804153
2024-05-21,"2023-2024",3,0.00188948906180375,0.0734332033343874,0.0301210024804153
2024-05-22,"2023-2024",1,-0.00607281783071976,0.0741260235926742,0.0312804168872197
2024-05-22,"2023-2024",1.5,-0.00605310578361918,0.073233561912488,0.0333345896873707
2024-05-22,"2023-2024",2,-0.00605310578361918,0.073233561912488,0.0333345896873707
2024-05-22,"2023-2024",2.5,-0.00605310578361918,0.073233561912488,0.0333345896873707
2024-05-22,"2023-2024",3,-0.00605310578361918,0.073233561912488,0.0333345896873707
2024-05-23,"2023-2024",1,-0.00528085809948676,0.0731291126829993,0.0333437350980602
2024-05-23,"2023-2024",1.5,-0.00467759825830061,0.0722141860232195,0.0354055223703547
2024-05-23,"2023-2024",2,-0.00467759825830061,0.0722141860232195,0.0354055223703547
2024-05-23,"2023-2024",2.5,-0.00467759825830061,0.0722141860232195,0.0354055223703547
2024-05-23,"2023-2024",3,-0.00467759825830061,0.0722141860232195,0.0354055223703547
2024-05-24,"2023-2024",1,-0.0010904116049146,0.0202381890532385,0.0159238027447408
2024-05-24,"2023-2024",1.5,-0.00112815352233618,0.0202318008321969,0.0158986511808448
2024-05-24,"2023-2024",2,-0.00112815352233618,0.0202318008321969,0.0158986511808448
2024-05-24,"2023-2024",2.5,-0.00112815352233618,0.0202318008321969,0.0158986511808448
2024-05-24,"2023-2024",3,-0.00112815352233618,0.0202318008321969,0.0158986511808448
2024-05-28,"2023-2024",1,0.00943869307688574,0.108734877220206,0.0798136632110223
2024-05-28,"2023-2024",1.5,0.00546541225872141,0.105571523577664,0.0837342799082023
2024-05-28,"2023-2024",2,0.00546541225872141,0.105571523577664,0.0837342799082023
2024-05-28,"2023-2024",2.5,0.00546541225872141,0.105571523577664,0.0837342799082023
2024-05-28,"2023-2024",3,0.00546541225872141,0.105571523577664,0.0837342799082023
2024-05-29,"2023-2024",1,-0.00343747050529262,0.108764650824956,0.0816386395139019
2024-05-29,"2023-2024",1.5,-0.00396532921693929,0.105580538083144,0.085027786636439
2024-05-29,"2023-2024",2,-0.00396532921693929,0.105580538083144,0.085027786636439
2024-05-29,"2023-2024",2.5,-0.00396532921693929,0.105580538083144,0.085027786636439
2024-05-29,"2023-2024",3,-0.00396532921693929,0.105580538083144,0.085027786636439
2024-05-30,"2023-2024",1,-0.00469549949280455,0.073184605281873,0.0335027082388401
2024-05-30,"2023-2024",1.5,-0.00366366199022523,0.0722589030022757,0.0352768037170738
2024-05-30,"2023-2024",2,-0.00366366199022523,0.0722589030022757,0.0352768037170738
2024-05-30,"2023-2024",2.5,-0.00366366199022523,0.0722589030022757,0.0352768037170738
2024-05-30,"2023-2024",3,-0.00366366199022523,0.0722589030022757,0.0352768037170738
2024-05-31,"2023-2024",1,-0.0077574454830356,0.108756998294434,0.0807764264918855
2024-05-31,"2023-2024",1.5,-0.00550881804939926,0.105583228559776,0.0843529110603432
2024-05-31,"2023-2024",2,-0.00550881804939926,0.105583228559776,0.0843529110603432
2024-05-31,"2023-2024",2.5,-0.00550881804939926,0.105583228559776,0.0843529110603432
2024-05-31,"2023-2024",3,-0.00550881804939926,0.105583228559776,0.0843529110603432
2024-06-03,"2023-2024",1,0.00438840452400164,0.0741615245052668,0.0284206442206354
2024-06-03,"2023-2024",1.5,0.00446430692415371,0.0732523296159012,0.0304818614763504
2024-06-03,"2023-2024",2,0.00446430692415371,0.0732523296159012,0.0304818614763504
2024-06-03,"2023-2024",2.5,0.00446430692415371,0.0732523296159012,0.0304818614763504
2024-06-03,"2023-2024",3,0.00446430692415371,0.0732523296159012,0.0304818614763504
2024-06-04,"2023-2024",1,-0.00652549419004619,0.108799955776787,0.0806651765031074
2024-06-04,"2023-2024",1.5,-0.0025295959446607,0.10562309189391,0.0845984287069707
2024-06-04,"2023-2024",2,-0.0025295959446607,0.10562309189391,0.0845984287069707
2024-06-04,"2023-2024",2.5,-0.0025295959446607,0.10562309189391,0.0845984287069707
2024-06-04,"2023-2024",3,-0.0025295959446607,0.10562309189391,0.0845984287069707
2024-06-05,"2023-2024",1,0.00319007040494148,0.0741575331085534,0.0292535688812523
2024-06-05,"2023-2024",1.5,0.00302547685705367,0.0732606884127269,0.031412562963815
2024-06-05,"2023-2024",2,0.00302547685705367,0.0732606884127269,0.031412562963815
2024-06-05,"2023-2024",2.5,0.00302547685705367,0.0732606884127269,0.031412562963815
2024-06-05,"2023-2024",3,0.00302547685705367,0.0732606884127269,0.031412562963815
2024-06-06,"2023-2024",1,0.00396060475338439,0.0741329077423761,0.0303121549379157
2024-06-06,"2023-2024",1.5,0.00255561500175811,0.0732399051882761,0.0324472793423271
2024-06-06,"2023-2024",2,0.00255561500175811,0.0732399051882761,0.0324472793423271
2024-06-06,"2023-2024",2.5,0.00255561500175811,0.0732399051882761,0.0324472793423271
2024-06-06,"2023-2024",3,0.00255561500175811,0.0732399051882761,0.0324472793423271
2024-06-07,"2023-2024",1,-0.00915976955664748,0.0741398566735069,0.0312089865236502
2024-06-07,"2023-2024",1.5,-0.00755238232217043,0.0732466166573257,0.033213941111454
2024-06-07,"2023-2024",2,-0.00755238232217043,0.0732466166573257,0.033213941111454
2024-06-07,"2023-2024",2.5,-0.00755238232217043,0.0732466166573257,0.033213941111454
2024-06-07,"2023-2024",3,-0.00755238232217043,0.0732466166573257,0.033213941111454
2024-06-10,"2023-2024",1,0.000962281604386609,0.037264489203231,0.0301525493988821
2024-06-10,"2023-2024",1.5,0.000965612221578715,0.037260971861949,0.0304274885413217
2024-06-10,"2023-2024",2,0.000965612221578715,0.037260971861949,0.0304274885413217
2024-06-10,"2023-2024",2.5,0.000965612221578715,0.037260971861949,0.0304274885413217
2024-06-10,"2023-2024",3,0.000965612221578715,0.037260971861949,0.0304274885413217
2024-06-11,"2023-2024",1,-0.00209236878879432,0.0742287526006613,0.0289746296158394
2024-06-11,"2023-2024",1.5,-0.00115311938920091,0.0733139305697386,0.0310988639476734
2024-06-11,"2023-2024",2,-0.00115311938920091,0.0733139305697386,0.0310988639476734
2024-06-11,"2023-2024",2.5,-0.00115311938920091,0.0733139305697386,0.0310988639476734
2024-06-11,"2023-2024",3,-0.00115311938920091,0.0733139305697386,0.0310988639476734
2024-06-12,"2023-2024",1,0.00672740779258137,0.0742266067695945,0.0281989816164158
2024-06-12,"2023-2024",1.5,0.00574537781960716,0.0733093284216891,0.0304284375902077
2024-06-12,"2023-2024",2,0.00574537781960716,0.0733093284216891,0.0304284375902077
2024-06-12,"2023-2024",2.5,0.00574537781960716,0.0733093284216891,0.0304284375902077
2024-06-12,"2023-2024",3,0.00574537781960716,0.0733093284216891,0.0304284375902077
2024-06-13,"2023-2024",1,-0.00281185374139316,0.0742303206474276,0.0281628747021848
2024-06-13,"2023-2024",1.5,-0.00176899294661714,0.0733169294699506,0.0304135505718671
2024-06-13,"2023-2024",2,-0.00176899294661714,0.0733169294699506,0.0304135505718671
2024-06-13,"2023-2024",2.5,-0.00176899294661714,0.0733169294699506,0.0304135505718671
2024-06-13,"2023-2024",3,-0.00176899294661714,0.0733169294699506,0.0304135505718671
2024-06-14,"2023-2024",1,-0.00123230321645029,0.0742276619249675,0.0278374471939864
2024-06-14,"2023-2024",1.5,-0.00136416017480172,0.0733156262743329,0.0302756502157155
2024-06-14,"2023-2024",2,-0.00136416017480172,0.0733156262743329,0.0302756502157155
2024-06-14,"2023-2024",2.5,-0.00136416017480172,0.0733156262743329,0.0302756502157155
2024-06-14,"2023-2024",3,-0.00136416017480172,0.0733156262743329,0.0302756502157155
2024-06-17,"2023-2024",1,-0.00447525408790501,0.0742032165165834,0.0283130010871483
2024-06-17,"2023-2024",1.5,-0.00449183750740506,0.0732914694596919,0.0307692943885089
2024-06-17,"2023-2024",2,-0.00449183750740506,0.0732914694596919,0.0307692943885089
2024-06-17,"2023-2024",2.5,-0.00449183750740506,0.0732914694596919,0.0307692943885089
2024-06-17,"2023-2024",3,-0.00449183750740506,0.0732914694596919,0.0307692943885089
2024-06-18,"2023-2024",1,0.00184192003036112,0.0678122134100833,0.0399541739109304
2024-06-18,"2023-2024",1.5,0.00205116555856425,0.0670122926369591,0.0417836892062571
2024-06-18,"2023-2024",2,0.00205116555856425,0.0670122926369591,0.0417836892062571
2024-06-18,"2023-2024",2.5,0.00205116555856425,0.0670122926369591,0.0417836892062571
2024-06-18,"2023-2024",3,0.00205116555856425,0.0670122926369591,0.0417836892062571
2024-06-20,"2023-2024",1,0.00361952657751783,0.0276970429955547,0.0240610096433554
2024-06-20,"2023-2024",1.5,0.00361952661952208,0.0276970429955548,0.0240610106103678
2024-06-20,"2023-2024",2,0.00361952661952208,0.0276970429955548,0.0240610106103678
2024-06-20,"2023-2024",2.5,0.00361952661952208,0.0276970429955548,0.0240610106103678
2024-06-20,"2023-2024",3,0.00361952661952208,0.0276970429955548,0.0240610106103678
2024-06-21,"2023-2024",1,-0.00583206602437869,0.067824430440495,0.0413194365190744
2024-06-21,"2023-2024",1.5,-0.00478365811087038,0.0670884833959607,0.0418966204673246
2024-06-21,"2023-2024",2,-0.00478365811087038,0.0670884833959607,0.0418966204673246
2024-06-21,"2023-2024",2.5,-0.00478365811087038,0.0670884833959607,0.0418966204673246
2024-06-21,"2023-2024",3,-0.00478365811087038,0.0670884833959607,0.0418966204673246
2024-06-24,"2023-2024",1,-0.000846614712028862,0.0663059912612956,0.0398926668057395
2024-06-24,"2023-2024",1.5,-0.000167919035838966,0.0654976255558752,0.0414672393596632
2024-06-24,"2023-2024",2,-0.000167919035838966,0.0654976255558752,0.0414672393596632
2024-06-24,"2023-2024",2.5,-0.000167919035838966,0.0654976255558752,0.0414672393596632
2024-06-24,"2023-2024",3,-0.000167919035838966,0.0654976255558752,0.0414672393596632
2024-06-25,"2023-2024",1,-0.00187230068518832,0.10452317884966,0.0886977766113066
2024-06-25,"2023-2024",1.5,8.61682621063154e-05,0.101845172713736,0.0911675544598801
2024-06-25,"2023-2024",2,8.61682621063154e-05,0.101845172713736,0.0911675544598801
2024-06-25,"2023-2024",2.5,8.61682621063154e-05,0.101845172713736,0.0911675544598801
2024-06-25,"2023-2024",3,8.61682621063154e-05,0.101845172713736,0.0911675544598801
2024-06-26,"2023-2024",1,-0.0012512611888416,0.0739996308521381,0.0261565722803823
2024-06-26,"2023-2024",1.5,-0.00153379277673959,0.0730971417613942,0.0286695594942678
2024-06-26,"2023-2024",2,-0.00153379277673959,0.0730971417613942,0.0286695594942678
2024-06-26,"2023-2024",2.5,-0.00153379277673959,0.0730971417613942,0.0286695594942678
2024-06-26,"2023-2024",3,-0.00153379277673959,0.0730971417613942,0.0286695594942678
2024-06-27,"2023-2024",1,0.00622423190106314,0.104485121788629,0.0880533354287545
2024-06-27,"2023-2024",1.5,0.00659098714103515,0.101813141233246,0.0907317655788578
2024-06-27,"2023-2024",2,0.00659098714103515,0.101813141233246,0.0907317655788578
2024-06-27,"2023-2024",2.5,0.00659098714103515,0.101813141233246,0.0907317655788578
2024-06-27,"2023-2024",3,0.00659098714103515,0.101813141233246,0.0907317655788578
2024-06-28,"2023-2024",1,0.00132034355800425,0.0729173936878832,0.02906535828151
2024-06-28,"2023-2024",1.5,0.000660097761942244,0.0720071708020785,0.031591280629171
2024-06-28,"2023-2024",2,0.000660097761942244,0.0720071708020785,0.031591280629171
2024-06-28,"2023-2024",2.5,0.000660097761942244,0.0720071708020785,0.031591280629171
2024-06-28,"2023-2024",3,0.000660097761942244,0.0720071708020785,0.031591280629171
2024-07-01,"2023-2024",1,-0.000893210985209068,0.0241853403760585,0.020161100067353
2024-07-01,"2023-2024",1.5,-0.000906581719209212,0.0241795972337606,0.0203251900551329
2024-07-01,"2023-2024",2,-0.000906581719209212,0.0241795972337606,0.0203251900551329
2024-07-01,"2023-2024",2.5,-0.000906581719209212,0.0241795972337606,0.0203251900551329
2024-07-01,"2023-2024",3,-0.000906581719209212,0.0241795972337606,0.0203251900551329
2024-07-02,"2023-2024",1,-0.00103820249479811,0.0364310360069392,0.0295612951702743
2024-07-02,"2023-2024",1.5,-0.00104409383731495,0.0364176691944931,0.0295779898709399
2024-07-02,"2023-2024",2,-0.00104409383731495,0.0364176691944931,0.0295779898709399
2024-07-02,"2023-2024",2.5,-0.00104409383731495,0.0364176691944931,0.0295779898709399
2024-07-02,"2023-2024",3,-0.00104409383731495,0.0364176691944931,0.0295779898709399
2024-07-03,"2023-2024",1,0.0136331756869744,0.109130830766764,0.0779093686280698
2024-07-03,"2023-2024",1.5,0.0117268013118808,0.105810521223553,0.0834265101941414
2024-07-03,"2023-2024",2,0.0117268013118808,0.105810521223553,0.0834265101941414
2024-07-03,"2023-2024",2.5,0.0117268013118808,0.105810521223553,0.0834265101941414
2024-07-03,"2023-2024",3,0.0117268013118808,0.105810521223553,0.0834265101941414
2024-07-05,"2023-2024",1,0.00122104270324057,0.0408548696798852,0.0363301654215404
2024-07-05,"2023-2024",1.5,0.00128748626245995,0.0408469397831508,0.0367352348166282
2024-07-05,"2023-2024",2,0.00128748626245995,0.0408469397831508,0.0367352348166282
2024-07-05,"2023-2024",2.5,0.00128748626245995,0.0408469397831508,0.0367352348166282
2024-07-05,"2023-2024",3,0.00128748626245995,0.0408469397831508,0.0367352348166282
2024-07-08,"2023-2024",1,-0.00102995713080999,0.036445999613123,0.0297770862105872
2024-07-08,"2023-2024",1.5,-0.00102995709689843,0.0364459996131231,0.0297770869816296
2024-07-08,"2023-2024",2,-0.00102995709689843,0.0364459996131231,0.0297770869816296
2024-07-08,"2023-2024",2.5,-0.00102995709689843,0.0364459996131231,0.0297770869816296
2024-07-08,"2023-2024",3,-0.00102995709689843,0.0364459996131231,0.0297770869816296
2024-07-09,"2023-2024",1,0.000452374231675059,0.0408407280298617,0.0357266062242764
2024-07-09,"2023-2024",1.5,0.000471054707266355,0.0408328119384577,0.0361395725953167
2024-07-09,"2023-2024",2,0.000471054707266355,0.0408328119384577,0.0361395725953167
2024-07-09,"2023-2024",2.5,0.000471054707266355,0.0408328119384577,0.0361395725953167
2024-07-09,"2023-2024",3,0.000471054707266355,0.0408328119384577,0.0361395725953167
2024-07-10,"2023-2024",1,0.000827110893314547,0.0362448667818906,0.0300837404588047
2024-07-10,"2023-2024",1.5,0.000827110961965799,0.0362448667818907,0.0300837412880436
2024-07-10,"2023-2024",2,0.000827110961965799,0.0362448667818907,0.0300837412880436
2024-07-10,"2023-2024",2.5,0.000827110961965799,0.0362448667818907,0.0300837412880436
2024-07-10,"2023-2024",3,0.000827110961965799,0.0362448667818907,0.0300837412880436
2024-07-11,"2023-2024",1,-0.00126896441451253,0.0408171275964023,0.0350682005444819
2024-07-11,"2023-2024",1.5,-0.00160688126898606,0.0408085035198962,0.0354967245698511
2024-07-11,"2023-2024",2,-0.00160688126898606,0.0408085035198962,0.0354967245698511
2024-07-11,"2023-2024",2.5,-0.00160688126898606,0.0408085035198962,0.0354967245698511
2024-07-11,"2023-2024",3,-0.00160688126898606,0.0408085035198962,0.0354967245698511
2024-07-12,"2023-2024",1,-0.000915111301761566,0.0363704971255332,0.0294777432895592
2024-07-12,"2023-2024",1.5,-0.000915111147258771,0.0363704971255333,0.0294777441497282
2024-07-12,"2023-2024",2,-0.000915111147258771,0.0363704971255333,0.0294777441497282
2024-07-12,"2023-2024",2.5,-0.000915111147258771,0.0363704971255333,0.0294777441497282
2024-07-12,"2023-2024",3,-0.000915111147258771,0.0363704971255333,0.0294777441497282
2024-07-15,"2023-2024",1,0.00206663229717109,0.10443392741051,0.0890636201816678
2024-07-15,"2023-2024",1.5,0.00141471132401407,0.101786107842243,0.0923570713468259
2024-07-15,"2023-2024",2,0.00141471132401407,0.101786107842243,0.0923570713468259
2024-07-15,"2023-2024",2.5,0.00141471132401407,0.101786107842243,0.0923570713468259
